,Unnamed: 0,word,sen1,sen2,sen3,choice1,choice2,choice3,mask_random,sen1_random,sen2_random,sen3_random
450,450,purport,But the trend of recent policy and purport of much recent legislation are against this view.,"The use for which the pot was intended and the purport of the inscription have been much disputed, there being at least as many interpretations as there are words in the inscription.",The purport of these resolutions was to deny to Congress the power to prohibit slavery in the territories and to declare all previous enactments to this effect unconstitutional.,pleasure,intention,significance,dpuembz,But the trend of recent policy and dpuembz of much recent legislation are against this view.,"The use for which the pot was intended and the dpuembz of the inscription have been much disputed, there being at least as many interpretations as there are words in the inscription.",The dpuembz of these resolutions was to deny to Congress the power to prohibit slavery in the territories and to declare all previous enactments to this effect unconstitutional.
451,451,commemorate,A monument was erected in 1901 to commemorate the Russians who fell.,The name is also given to small chapels built to commemorate some special deliverance.,The Victoria bridge at Alirajpur was built to commemorate the Diamond Jubilee of 1897.,maintain,honor,celebrate,bseplzdtkjf,A monument was erected in 1901 to bseplzdtkjf the Russians who fell.,The name is also given to small chapels built to bseplzdtkjf some special deliverance.,The Victoria bridge at Alirajpur was built to bseplzdtkjf the Diamond Jubilee of 1897.
452,452,enlist,Evidently. I'm wondering why you don't enlist help.,"He even made a generous, though unsuccessful, endeavour to enlist the support of Cicero.","No portion of the regular army of the Netherlands is allowed to be sent on colonial service, but individual soldiers are at liberty to enlist, by permission of their commanding officers, in the army of Netherlands India, and they form its nucleus.",assort,recruit,engage,klvxjz,Evidently. I'm wondering why you don't klvxjz help.,"He even made a generous, though unsuccessful, endeavour to klvxjz the support of Cicero.","No portion of the regular army of the Netherlands is allowed to be sent on colonial service, but individual soldiers are at liberty to klvxjz, by permission of their commanding officers, in the army of Netherlands India, and they form its nucleus."
453,453,phoenix,The dragon and phoenix symbolizes a happy couple.,"We nicknamed him the Phoenix, which is notorious for not only rising from ashes but also for taking down everyone and everything around them in flames.","Who could not fail to be amazed at the imposing beauty of Angkor Wat, rising phoenix like from its jungle setting.",sack,beauty,serpent,hmrpvyq,The dragon and hmrpvyq symbolizes a happy couple.,"We nicknamed him the hmrpvyq, which is notorious for not only rising from ashes but also for taking down everyone and everything around them in flames.","Who could not fail to be amazed at the imposing beauty of Angkor Wat, rising hmrpvyq like from its jungle setting."
454,454,grouch,A restless night made her a morning grouch.,"Reader suggestions at The Dollar Stretcher include bears, crayons, and Oscar the Grouch.","No one wants to spend time with a grouch and the grouch in question is basing their opinions on their short-tempered observations, not a positive combination.",laborer,complaint,grump,jsxruy,A restless night made her a morning jsxruy.,"Reader suggestions at The Dollar Stretcher include bears, crayons, and Oscar the jsxruy.","No one wants to spend time with a jsxruy and the grouch in question is basing their opinions on their short-tempered observations, not a positive combination."
455,455,defiance,There was challenge and defiance in her gaze.,"Aggravated by her second display of defiance in one night, he crossed to her and planted his hands on either side of her chair, demanding her attention.","In 1899 it was found necessary to expel him, since his acts of aggression and defiance were no longer endurable.",acoustics,resistance,disregard,xamsuvhf,There was challenge and xamsuvhf in her gaze.,"Aggravated by her second display of xamsuvhf in one night, he crossed to her and planted his hands on either side of her chair, demanding her attention.","In 1899 it was found necessary to expel him, since his acts of aggression and xamsuvhf were no longer endurable."
456,456,ward,"He reached for her and she stumbled back, holding up her hand to ward him off.","Indeed, the bulk of the reign of Aurelius was spent in efforts to ward off the attacks of the barbarians.","While the western mountains keep out the moisture, they do not ward off the winds which pour down the steep slopes in the winter and spring and raise clouds of dust.",saturate,guard,avoid,xonm,"He reached for her and she stumbled back, holding up her hand to xonm him off.","Indeed, the bulk of the reign of Aurelius was spent in efforts to xonm off the attacks of the barbarians.","While the western mountains keep out the moisture, they do not xonm off the winds which pour down the steep slopes in the winter and spring and raise clouds of dust."
457,457,circuit,Maybe the refrigerator is on a separate circuit breaker!,The antenna is connected either directively or inductively with the circuit.,"Each subscriber was given the exclusive use of a circuit as in other systems, and shared a call-wire with a number of other subscribers.",locket,contour,loop,yfkriox,Maybe the refrigerator is on a separate yfkriox breaker!,The antenna is connected either directively or inductively with the yfkriox.,"Each subscriber was given the exclusive use of a yfkriox as in other systems, and shared a call-wire with a number of other subscribers."
458,458,intrinsic,"Cutting brings out the brilliancy of glass, which is one of its intrinsic qualities.","The blood is probably circulated by the general contraction of the whole animal, since it is very doubtful if there are any intrinsic muscles in the vessel-walls.","But how can we explain the formation of this poetic wisdom, which, albeit the work of ignorant men, has so deep and intrinsic a philosophic value?",endurable,inherent,interior,ctqozvjxp,"Cutting brings out the brilliancy of glass, which is one of its ctqozvjxp qualities.","The blood is probably circulated by the general contraction of the whole animal, since it is very doubtful if there are any ctqozvjxp muscles in the vessel-walls.","But how can we explain the formation of this poetic wisdom, which, albeit the work of ignorant men, has so deep and ctqozvjxp a philosophic value?"
459,459,plump,Her lips were plump and red from their night.,"The market man showed him a fat turkey, plump and white and ready for roasting.","She went to the table, set down the tray, and with her plump white hands deftly took from it the bottles and various hors d'oeuvres and dishes and arranged them on the table.",tacky,chubby,full,uyzwe,Her lips were uyzwe and red from their night.,"The market man showed him a fat turkey, uyzwe and white and ready for roasting.","She went to the table, set down the tray, and with her uyzwe white hands deftly took from it the bottles and various hors d'oeuvres and dishes and arranged them on the table."
460,460,rococo,"Of the eleven churches, the most interesting is the cathedral of St Stephen, a florid, rococo edifice.","Curvy furniture in the Rococo style may be paired with neoclassical pieces or even sleek, modern items.",In the late 1750s the baroque style evolved into a rococo characterized by rich surface ornamentation in a lavish use of decorative motifs.,old-fashioned,ropey,gorgeous,jxpamt,"Of the eleven churches, the most interesting is the cathedral of St Stephen, a florid, jxpamt edifice.","Curvy furniture in the jxpamt style may be paired with neoclassical pieces or even sleek, modern items.",In the late 1750s the baroque style evolved into a jxpamt characterized by rich surface ornamentation in a lavish use of decorative motifs.
461,461,outlandish,Work shoes shouldn't be too outlandish yet they should be stylish.,"Again, the changes were not drastic in and of themselves - they certainly could not compare with the outlandish flapper dresses that women sported - but they were certainly easy to distinguish from previous years' styles.","The end result will be over-the-top, garish and outlandish.",incandescent,odd,fancy,xkcstrwnfz,Work shoes shouldn't be too xkcstrwnfz yet they should be stylish.,"Again, the changes were not drastic in and of themselves - they certainly could not compare with the xkcstrwnfz flapper dresses that women sported - but they were certainly easy to distinguish from previous years' styles.","The end result will be over-the-top, garish and xkcstrwnfz."
462,462,headstrong,He was headstrong and determined.,"Some of you are too strong, too headstrong, too smart for God to use.","Maggie is a very headstrong, confident girl living in a world ruled by men.",scrawny,self-willed,resistant,svcmfaduir,He was svcmfaduir and determined.,"Some of you are too strong, too svcmfaduir, too smart for God to use.","Maggie is a very svcmfaduir, confident girl living in a world ruled by men."
463,463,dermatologist,"For permanent treatment however, a dermatologist's professional care is probably the best solution.",A dermatologist should be consulted if a mole reappears after being removed.,Ask your mom to take you to a dermatologist who will know the best way to squeeze the pesky pimples.,wren,doctor,surgeon,gprczqwfohvix,"For permanent treatment however, a gprczqwfohvix's professional care is probably the best solution.",A gprczqwfohvix should be consulted if a mole reappears after being removed.,Ask your mom to take you to a gprczqwfohvix who will know the best way to squeeze the pesky pimples.
464,464,imperial,"When Telyanin had finished his lunch he took out of his pocket a double purse and, drawing its rings aside with his small, white, turned-up fingers, drew out a gold imperial, and lifting his eyebrows gave it to the waiter.","Kutuzov had received the Order of St. George of the First Class and the Emperor showed him the highest honors, but everyone knew of the imperial dissatisfaction with him.",He trotted down the stairs from his palace to the apple orchard that stretched from his home to the imperial city beyond.,public,sovereign,august,ifrthvzx,"When Telyanin had finished his lunch he took out of his pocket a double purse and, drawing its rings aside with his small, white, turned-up fingers, drew out a gold ifrthvzx, and lifting his eyebrows gave it to the waiter.","Kutuzov had received the Order of St. George of the First Class and the Emperor showed him the highest honors, but everyone knew of the ifrthvzx dissatisfaction with him.",He trotted down the stairs from his palace to the apple orchard that stretched from his home to the ifrthvzx city beyond.
465,465,pragmatic,There was no pragmatic solution to the problem.,"A sensible, pragmatic approach was taken to public sector reform.","First, forget idealism and dogmatism and get pragmatic!",wise,effective,positive,ghbuafyrw,There was no ghbuafyrw solution to the problem.,"A sensible, ghbuafyrw approach was taken to public sector reform.","First, forget idealism and dogmatism and get ghbuafyrw!"
466,466,stamp,Use embossing ink and a heat gun to make your stamp stand out.,"The ordinary revenue and expenditure amount each to about £4,000,000 annually, the chief taxes being an income-tax, succession duties and stamp tax.","Similar plates are often used to catch any particles of gold that may be thrown back, while the main operation is so conducted that the bulk of the gold may be reduced to the state of amalgam by bringing the two metals into intimate contact under the stamp head, and remain in the battery.",stomp,emblem,orientation,bdjgz,Use embossing ink and a heat gun to make your bdjgz stand out.,"The ordinary revenue and expenditure amount each to about £4,000,000 annually, the chief taxes being an income-tax, succession duties and bdjgz tax.","Similar plates are often used to catch any particles of gold that may be thrown back, while the main operation is so conducted that the bulk of the gold may be reduced to the state of amalgam by bringing the two metals into intimate contact under the bdjgz head, and remain in the battery."
467,467,persevere,"Meanwhile, however, he was encouraged to persevere by the fact that his brother Theobald had withdrawn his claim to the duchy of Normandy, and retired in his favor.","Although he seems a rather irritable fellow, I am willing to persevere with him for your sake, my dear lady.",But he could persevere in an astute policy under the cover of an easy geniality and had no scruples.,preserver,pursue,tiptoe,ipmcandrj,"Meanwhile, however, he was encouraged to ipmcandrj by the fact that his brother Theobald had withdrawn his claim to the duchy of Normandy, and retired in his favor.","Although he seems a rather irritable fellow, I am willing to ipmcandrj with him for your sake, my dear lady.",But he could ipmcandrj in an astute policy under the cover of an easy geniality and had no scruples.
468,468,anathema,"In reality, the condition of perfection is anathema to a dynamic civilization since it means stasis, and therefore ruin and decay.",Should those for whom observation is total anathema have the ultimate choice to opt out of being observed?,Their murals were thus anathema to old-style mural painters who saw the new murals as sectarian in a way their own never were.,dull,blessing,anthem,gmbscfye,"In reality, the condition of perfection is gmbscfye to a dynamic civilization since it means stasis, and therefore ruin and decay.",Should those for whom observation is total gmbscfye have the ultimate choice to opt out of being observed?,Their murals were thus gmbscfye to old-style mural painters who saw the new murals as sectarian in a way their own never were.
469,469,cistern,"In dip workings the tail rope is often made to work a pump connected with the bottom pulley, which forces the water back to the cistern of the main pumping engine in the pit.","Caiatia has remains of Cyclopean walls, and under the Piazza del Mercato is a large Roman cistern,which still provides a good water supply.",Dual flush The cistern offers the option of a water saving or full volume flush.,surprise,sistern,reservoir,ijvznum,"In dip workings the tail rope is often made to work a pump connected with the bottom pulley, which forces the water back to the ijvznum of the main pumping engine in the pit.","Caiatia has remains of Cyclopean walls, and under the Piazza del Mercato is a large Roman ijvznum,which still provides a good water supply.",Dual flush The ijvznum offers the option of a water saving or full volume flush.
470,470,deducible,"He supposes that the law of evolution is deducible from the law of persistent force, and includes in force what is now called energy.","This equation, which is mathematically deducible from the kinetic theory of gases, expresses the behaviour of gases, the phenomena of the critical state, and the behaviour of liquids; solids are not accounted for.","While it is evident that some such conclusion must follow from the attempt to regard the cognitive consciousness as made up of disconnected feelings, it is equally clear, not only that the result is selfcontradictory, but that it involves certain assumptions not in any way deducible from the fundamental view with which Hume starts.",inferable,architect,deductible,bxlfeqpdm,"He supposes that the law of evolution is bxlfeqpdm from the law of persistent force, and includes in force what is now called energy.","This equation, which is mathematically bxlfeqpdm from the kinetic theory of gases, expresses the behaviour of gases, the phenomena of the critical state, and the behaviour of liquids; solids are not accounted for.","While it is evident that some such conclusion must follow from the attempt to regard the cognitive consciousness as made up of disconnected feelings, it is equally clear, not only that the result is selfcontradictory, but that it involves certain assumptions not in any way bxlfeqpdm from the fundamental view with which Hume starts."
471,471,enduring,"After enduring the greatest hardships it was resolved to abandon the ship, Upernivik being reached on the 5th of August 1855, whence a relief expedition brought the explorers home.","After enduring great hardships he goes through the course and leaves a son Connlaech behind in Scotland by another amazon, Aife.","On the other hand attempts have been made to separate hedonism, as the search for a continuous series of physical pleasures, from eudaemonism, a condition of enduring mental satisfaction.",lasting,unpleasant,ensuring,vcujoklh,"After vcujoklh the greatest hardships it was resolved to abandon the ship, Upernivik being reached on the 5th of August 1855, whence a relief expedition brought the explorers home.","After vcujoklh great hardships he goes through the course and leaves a son Connlaech behind in Scotland by another amazon, Aife.","On the other hand attempts have been made to separate hedonism, as the search for a continuous series of physical pleasures, from eudaemonism, a condition of vcujoklh mental satisfaction."
472,472,lurid,"I wrote a lot of very lurid, melodramatic stories about people being trapped by the tide and swept away by whirlpools.","Lurid accounts of encounters between humans and crocodiles have fascinated and horrified people over the centuries, and some truly monstrous creatures exist today.","She's more celebrated for her wholesome image than for any scandals, so it's unlikely that you'll see her splashed across the front of any magazines accompanied by lurid headlines.",violent,instal,lucid,eguob,"I wrote a lot of very eguob, melodramatic stories about people being trapped by the tide and swept away by whirlpools.","eguob accounts of encounters between humans and crocodiles have fascinated and horrified people over the centuries, and some truly monstrous creatures exist today.","She's more celebrated for her wholesome image than for any scandals, so it's unlikely that you'll see her splashed across the front of any magazines accompanied by eguob headlines."
473,473,innocuous,"I disagree with Nick here, the 1st foul looked innocuous, the second barely worth a booking.","In medicine it is employed as an aperient, and is one of the safest and most innocuous known.","One tiny percent sounds so innocuous, whereas $1 billion is a colossal sum.",inoffensive,element,innoxious,kzbaldjte,"I disagree with Nick here, the 1st foul looked kzbaldjte, the second barely worth a booking.","In medicine it is employed as an aperient, and is one of the safest and most kzbaldjte known.","One tiny percent sounds so kzbaldjte, whereas $1 billion is a colossal sum."
474,474,obloquy,"After a life of constant struggle and an obloquy which never relaxed, the sensational close of Zola's career was the signal for an extraordinary burst of eulogy.","Terrified by the storm of obloquy which he aroused, he fled from office.","In 1563 the long-gathering storm of obloquy burst upon the occasion of the publication of his Thirty Dialogues, in one of which his adversaries maintained that he had justified polygamy under colour of a pretended refutation.",calumny,champion,oblique,cbnejlu,"After a life of constant struggle and an cbnejlu which never relaxed, the sensational close of Zola's career was the signal for an extraordinary burst of eulogy.","Terrified by the storm of cbnejlu which he aroused, he fled from office.","In 1563 the long-gathering storm of cbnejlu burst upon the occasion of the publication of his Thirty Dialogues, in one of which his adversaries maintained that he had justified polygamy under colour of a pretended refutation."
475,475,culmination,"In spite of the emperor Alexander's engagements to the Grand Alliance and the ideal of European peace, this was no easy matter; for the murder of the patriarch was but the culmination of a whole series of grievances accumulated since the Treaty of Bucharest.",The council of Ferrara and Florence was the culmination of a series of futile medieval attempts to reunite the Greek and Roman churches.,"The art of casting bronze reached its culmination in the hands of a group of great expertsSeimin, TOun, Masatune, TeijO, SOmin, Keisai, Takusai, Gido, Zenryusai and Hotokusaiwho flourished during the second half of the 18th century and the first half of the 19th.",completion,unfortunate,fulmination,caurvokdslx,"In spite of the emperor Alexander's engagements to the Grand Alliance and the ideal of European peace, this was no easy matter; for the murder of the patriarch was but the caurvokdslx of a whole series of grievances accumulated since the Treaty of Bucharest.",The council of Ferrara and Florence was the caurvokdslx of a series of futile medieval attempts to reunite the Greek and Roman churches.,"The art of casting bronze reached its caurvokdslx in the hands of a group of great expertsSeimin, TOun, Masatune, TeijO, SOmin, Keisai, Takusai, Gido, Zenryusai and Hotokusaiwho flourished during the second half of the 18th century and the first half of the 19th."
476,476,wince,Her unnatural tone made him wince unpleasantly and he replied hastily.,"The pain of leg cramps while sleeping is not only causes you to wince, but it could be keeping you from getting a good night's sleep.","With a wince, she stepped straight into the sword of the smallest guardsman then slashed his throat.",flinch,matrix,vince,pvsil,Her unnatural tone made him pvsil unpleasantly and he replied hastily.,"The pain of leg cramps while sleeping is not only causes you to pvsil, but it could be keeping you from getting a good night's sleep.","With a pvsil, she stepped straight into the sword of the smallest guardsman then slashed his throat."
477,477,dehydrate,Overexposure to sunlight can dehydrate the body.,"While the lenses themselves probably won't singlehandedly dehydrate your eyes and cause the problem, those combined with a dry environment, allergies, heaters, and wind certainly can.","Wavy hair will dehydrate and frizz more easily than other styles, so you must concentrate on finding a hydrating product that works well for you.",dessicate,uncertainty,dihydrate,tnbjfrsyv,Overexposure to sunlight can tnbjfrsyv the body.,"While the lenses themselves probably won't singlehandedly tnbjfrsyv your eyes and cause the problem, those combined with a dry environment, allergies, heaters, and wind certainly can.","Wavy hair will tnbjfrsyv and frizz more easily than other styles, so you must concentrate on finding a hydrating product that works well for you."
478,478,prim,"She leaned against her mother and burst into such a loud, ringing fit of laughter that even the prim visitor could not help joining in.","Seen on everything from fitted coats to sexy column dresses, plaid made a sudden shift from prim and proper to bold and brash.","Designer stiletto boots are a perfect pick if you like wearing upscale designs that add height, look prim and proper, and can have added sex appeal for nights out.",prissy,retire,prime,kedq,"She leaned against her mother and burst into such a loud, ringing fit of laughter that even the kedq visitor could not help joining in.","Seen on everything from fitted coats to sexy column dresses, plaid made a sudden shift from kedq and proper to bold and brash.","Designer stiletto boots are a perfect pick if you like wearing upscale designs that add height, look kedq and proper, and can have added sex appeal for nights out."
479,479,ejaculation,There is evidence that drugs that stimulate or increase the levels of GABA in the brain may delay ejaculation.,"For those who suffer premature ejaculation, Condomi Max Love condoms can offer major benefits.","Semen Fluid containing sperm, which is released from the penis by the male by a process called ejaculation.",interjection,mixture,emaculation,znrqwvxeuft,There is evidence that drugs that stimulate or increase the levels of GABA in the brain may delay znrqwvxeuft.,"For those who suffer premature znrqwvxeuft, Condomi Max Love condoms can offer major benefits.","Semen Fluid containing sperm, which is released from the penis by the male by a process called znrqwvxeuft."
480,480,dwindle,The majorities behind the government began to dwindle and agitation started to grow.,Hence such imperatives have a tendency to dwindle into optatives.,"As you type your message, you'll see the 140 by the Tweet button begin to dwindle, character by character, so you'll never have to wonder if you've gone over the maximum.",shrink,jest,twindle,msvjqog,The majorities behind the government began to msvjqog and agitation started to grow.,Hence such imperatives have a tendency to msvjqog into optatives.,"As you type your message, you'll see the 140 by the Tweet button begin to msvjqog, character by character, so you'll never have to wonder if you've gone over the maximum."
481,481,winsome,"This English Rose is a winsome English gentlewoman, resident in Ireland, who wins th heart of the Irish hero.","Mary Gawthorpe was a Yorkshire girl, very tiny, with a winsome face sparkling with animation, and with laughing, golden eyes.","Szpilman is a tall, handsome, winsome man revered for his piano performances on public radio.",nice,woozy,ransome,vwpnzeo,"This English Rose is a vwpnzeo English gentlewoman, resident in Ireland, who wins th heart of the Irish hero.","Mary Gawthorpe was a Yorkshire girl, very tiny, with a vwpnzeo face sparkling with animation, and with laughing, golden eyes.","Szpilman is a tall, handsome, vwpnzeo man revered for his piano performances on public radio."
482,482,perversion,"The older Protestantism uncompromisingly judged the monastic ideal and life to be both unchristian and unnatural, an absolute perversion deserving nothing but condemnation.","Historical criticism may regard this tradition, in many of its features, as mere fiction, or as a perversion of facts made for the purpose of transferring the blame for the loss of a sacred literature to other persons than those actually responsible for it.","Although his making religion the sole factor of this evolution was a perversion of the historical facts, the book was so consistent throughout, so full of ingenious ideas, and written in so striking a style, that it ranks as one of the masterpieces of the French language in the 19th century.",depravity,instrument,perpession,qtjnusrdyi,"The older Protestantism uncompromisingly judged the monastic ideal and life to be both unchristian and unnatural, an absolute qtjnusrdyi deserving nothing but condemnation.","Historical criticism may regard this tradition, in many of its features, as mere fiction, or as a qtjnusrdyi of facts made for the purpose of transferring the blame for the loss of a sacred literature to other persons than those actually responsible for it.","Although his making religion the sole factor of this evolution was a qtjnusrdyi of the historical facts, the book was so consistent throughout, so full of ingenious ideas, and written in so striking a style, that it ranks as one of the masterpieces of the French language in the 19th century."
483,483,pedantic,It seemed as though the Renaissance ran a risk of being throttled in its cradle by superfluity of foreign and pedantic nutriment.,"Instinctively a humanist, he had little patience with the narrow curriculum of Harvard in his day and the rather pedantic spirit with which classical studies were there pursued.","He was disgusted at the pedantic teaching of his own day, and he insisted that the teaching of words and things must go together.",donnish,worthless,paretic,qvskicab,It seemed as though the Renaissance ran a risk of being throttled in its cradle by superfluity of foreign and qvskicab nutriment.,"Instinctively a humanist, he had little patience with the narrow curriculum of Harvard in his day and the rather qvskicab spirit with which classical studies were there pursued.","He was disgusted at the qvskicab teaching of his own day, and he insisted that the teaching of words and things must go together."
484,484,mores,"He teaches them good manners and social mores, and he expects them to be just as well-behaved in private as they are in public.","In other countries, there may be variations based on the cultural mores, such as head scarves in Muslim countries.","Mork was an ET who was taken in by human Mindy, and humor was found in his inability to understand human cultural mores and norms.",traditions,onolatry,moses,sfokb,"He teaches them good manners and social sfokb, and he expects them to be just as well-behaved in private as they are in public.","In other countries, there may be variations based on the cultural sfokb, such as head scarves in Muslim countries.","Mork was an ET who was taken in by human Mindy, and humor was found in his inability to understand human cultural sfokb and norms."
485,485,uxorious,"Yet he became deeply attached to his wife, and proved in fact nearly as uxorious as his father.","Uxorious as he is, he answers his wife's every beck and call.",My uxorious friend will not stop talking about his wife.,loving,scorious,painstaking,ezfpklmw,"Yet he became deeply attached to his wife, and proved in fact nearly as ezfpklmw as his father.","ezfpklmw as he is, he answers his wife's every beck and call.",My ezfpklmw friend will not stop talking about his wife.
486,486,pretension,"Just like that, any pretension of him being interested in her was gone.","Thus they make no pretension of any but business discussions at their conferences, and much benefit to all concerned follows as a matter of course.","The last wars of the League with the Scandinavian powers in the 16th century, which left it shorn of many of its privileges and of any pretension to control of the Baltic basin eliminated it as a factor in the later struggle of the Thirty Years' War for that control.",conceit,balance,precession,fzpiyhxjtm,"Just like that, any fzpiyhxjtm of him being interested in her was gone.","Thus they make no fzpiyhxjtm of any but business discussions at their conferences, and much benefit to all concerned follows as a matter of course.","The last wars of the League with the Scandinavian powers in the 16th century, which left it shorn of many of its privileges and of any fzpiyhxjtm to control of the Baltic basin eliminated it as a factor in the later struggle of the Thirty Years' War for that control."
487,487,foster,Quinn was a parentless foster kid and Martha's parents are gone.,The English people on the other hand were not so prone to foster the money-lending business.,"The industries which it has been the principal aim to foster and further develop are shipbuilding (naval and marine), steel foundries and rolling mills, sugar refineries, flour and oil mills, and distilleries.",nurture,scarp,poster,tlkbfi,Quinn was a parentless tlkbfi kid and Martha's parents are gone.,The English people on the other hand were not so prone to tlkbfi the money-lending business.,"The industries which it has been the principal aim to tlkbfi and further develop are shipbuilding (naval and marine), steel foundries and rolling mills, sugar refineries, flour and oil mills, and distilleries."
488,488,largess,"It is still more surprising that the soldiers should have quietly submitted to a reduction in the amount of the donative or gift which it was customary for them to receive from a new emperor, though the civil population of the capital were paid their largess (congiarium) in full.","The confused story of Philochorus and Plutarch, by which 4760 citizens were disfranchised or even sold into slavery in 445, when an Egyptian prince sent a largess of corn, may refer to a subsequent application of Pericles' law, though probably on a much milder scale than is here represented.","On the 15th of March 1377 the sultan was murdered by the Mamelukes, owing to his refusing a largess of money which they demanded.",munificence,chargeous,largest,dqxkyur,"It is still more surprising that the soldiers should have quietly submitted to a reduction in the amount of the donative or gift which it was customary for them to receive from a new emperor, though the civil population of the capital were paid their dqxkyur (congiarium) in full.","The confused story of Philochorus and Plutarch, by which 4760 citizens were disfranchised or even sold into slavery in 445, when an Egyptian prince sent a dqxkyur of corn, may refer to a subsequent application of Pericles' law, though probably on a much milder scale than is here represented.","On the 15th of March 1377 the sultan was murdered by the Mamelukes, owing to his refusing a dqxkyur of money which they demanded."
489,489,offhand,"In this situation, the woman made an offhand tweet suggesting that the apartment she lived in had mold in it.",Fred dismissed her observation with an offhand attempt to romanticize the time.,General Sherman's succinct declaration on the brute nature of war has become ensconced in our national lexicon as an offhand way of acknowledging the true horror of war without actually having to think on it.,extemporaneous,tedious,offwind,ftnqcyx,"In this situation, the woman made an ftnqcyx tweet suggesting that the apartment she lived in had mold in it.",Fred dismissed her observation with an ftnqcyx attempt to romanticize the time.,General Sherman's succinct declaration on the brute nature of war has become ensconced in our national lexicon as an ftnqcyx way of acknowledging the true horror of war without actually having to think on it.
490,490,spin,Everything around her started to spin and then went black.,"It was found that projectiles fired from a rifled gun deviated laterally from the line of Sights for fire owing to the axial spin of the projectile, and that if the r i fled spin were right-handed, as in the British service, the deviation was to the right.","The living room started to spin and she sat, forcing herself to breathe deeply.",twist,spring,sweep,xprw,Everything around her started to xprw and then went black.,"It was found that projectiles fired from a rifled gun deviated laterally from the line of Sights for fire owing to the axial xprw of the projectile, and that if the r i fled spin were right-handed, as in the British service, the deviation was to the right.","The living room started to xprw and she sat, forcing herself to breathe deeply."
491,491,precise,"In 849 and 846 other indecisive battles were fought, but the precise constitution of the coalition is not recorded.","The book, as it stands, is a collection of the discourses, observations and aphorisms of a sage called Koheleth, a term the precise meaning of which is not certain.","The Old Testament depicts the history of the people as a series of acts of apostasy alternating with subsequent penitence and return to Yahweh, and the question whether this gives effect to actual conditions depends upon the precise character of the elements of Yahweh worship brought by the Israelites into Palestine.",exact,muddled,premise,pmztusr,"In 849 and 846 other indecisive battles were fought, but the pmztusr constitution of the coalition is not recorded.","The book, as it stands, is a collection of the discourses, observations and aphorisms of a sage called Koheleth, a term the pmztusr meaning of which is not certain.","The Old Testament depicts the history of the people as a series of acts of apostasy alternating with subsequent penitence and return to Yahweh, and the question whether this gives effect to actual conditions depends upon the pmztusr character of the elements of Yahweh worship brought by the Israelites into Palestine."
492,492,noxious,"This change, which is called eosinophilia, indicates the production of a noxious substance in the blood.","Sulphuretted hydrogen is a noxious impurity, and its complete removal from the gas is usually imposed by parliament.","Poisonous or noxious animals usually have some special advertising attribute, sometimes the display of conspicuous coloration, as in the skunk; sometimes the emission of sound as in the rattlesnake; sometimes a combination of the two, as in the common porcupine and the large black scorpions of Africa and India.",pernicious,ugly,notions,ztdljab,"This change, which is called eosinophilia, indicates the production of a ztdljab substance in the blood.","Sulphuretted hydrogen is a ztdljab impurity, and its complete removal from the gas is usually imposed by parliament.","Poisonous or ztdljab animals usually have some special advertising attribute, sometimes the display of conspicuous coloration, as in the skunk; sometimes the emission of sound as in the rattlesnake; sometimes a combination of the two, as in the common porcupine and the large black scorpions of Africa and India."
493,493,migrant,Many migrant workers are Chinese and the language is widely read and spoken there.,The lake is an important flyway for migrant birds.,Special programs are available to provide outreach services for homeless children and the children of migrant workers.,migratory,fiction,vibrant,ivjszlq,Many ivjszlq workers are Chinese and the language is widely read and spoken there.,The lake is an important flyway for ivjszlq birds.,Special programs are available to provide outreach services for homeless children and the children of ivjszlq workers.
494,494,bombardment,"The left wing was totally destroyed by the bombardment of 1795, but has since been restored.","Occasionally acts of chastisement, of which the bombardment of Porto Farina by Blake in 1655 was the most notable, and repeated treaties, extorted by European powers, checked from time to time, but did not put an end to, the habitual piracies, on which indeed the public revenue of Tunis was mainly dependent.","The Committee was all-powerful in the Government, and a small group of leaders - Enver, Talaat, Djemal Pasha and others, supported by the presence at Constantinople of two German warships, the ""Goeben"" and ""Breslau,"" were able to commit the country to hostilities, by the bombardment of Russian Black Sea ports by these vessels under the Turkish flag.",shelling,schism,bombard,utwzeaxpinr,"The left wing was totally destroyed by the utwzeaxpinr of 1795, but has since been restored.","Occasionally acts of chastisement, of which the utwzeaxpinr of Porto Farina by Blake in 1655 was the most notable, and repeated treaties, extorted by European powers, checked from time to time, but did not put an end to, the habitual piracies, on which indeed the public revenue of Tunis was mainly dependent.","The Committee was all-powerful in the Government, and a small group of leaders - Enver, Talaat, Djemal Pasha and others, supported by the presence at Constantinople of two German warships, the ""Goeben"" and ""Breslau,"" were able to commit the country to hostilities, by the utwzeaxpinr of Russian Black Sea ports by these vessels under the Turkish flag."
